author,title,description,url,date
MAURICIO SAVARESE Associated Press,"Brazil's daily deaths from COVID pass 4,000 for first time","Brazil has reported a 24-hour tally of COVID-19 deaths exceeding 4,000 for the first time, becoming the second nation to go above that daily threshold",https://abcnews.go.com/International/wireStory/correction-virus-outbreak-brazil-story-76980627,2021-04-09T19:34:05Z
The Associated Press,"Moderna, Valero rise; Stitch Fix, Discovery fall","Stocks that traded heavily or had substantial price changes Wednesday: Moderna, Valero rise; Stitch Fix, Discovery fall",https://abcnews.go.com/Business/wireStory/moderna-valero-rise-stitch-fix-discovery-fall-77074956,2021-04-14T20:16:30Z
MATTHEW LEE AP Diplomatic Writer,Biden administration quietly ramping up aid to Palestinians,The Biden administration is quietly ramping up assistance to the Palestinians after former President Donald Trump cut off nearly all such aid,https://abcnews.go.com/Politics/wireStory/biden-administration-quietly-ramping-aid-palestinians-76790948,2021-03-31T15:55:36Z
KIM CHANDLER Associated Press,"Alabama governor lifts mask rules, urges common sense",Alabama Gov. Kay Ivey says the state is shifting to personal responsibility in the fight against COVID-19,https://abcnews.go.com/Health/wireStory/alabama-governor-lifts-mask-rules-urges-common-sense-76927711,2021-04-07T18:05:00Z
"Averi Harper, Alisa Wiersema, Kendall Karson",Biden faces battle for the soul of his infrastructure plan: The Note,"The fate of this package will not only test Biden's commitment to bipartisanship, but will also challenge his commitment to the bold transformative change he's promised.",https://abcnews.go.com/Politics/biden-faces-battle-soul-infrastructure-plan-note/story?id=77004289,2021-04-12T10:16:22Z
KRISTIN M. HALL AP Entertainment Writer,"Keith Urban, Mickey Guyton have chemistry as ACM hosts",Keith Urban and Mickey Guyton will have a small audience at this year's Academy of Country Music Awards show on Sunday of vaccinated medical workers,https://abcnews.go.com/Entertainment/wireStory/keith-urban-mickey-guyton-chemistry-acm-hosts-77116536,2021-04-16T14:33:59Z
The Associated Press,Thousands protest against Israel's Netanyahu ahead of vote,Thousands of Israelis are demonstrating outside the official residence of Prime Minister Benjamin Netanyahu,https://abcnews.go.com/International/wireStory/thousands-protest-israels-netanyahu-ahead-vote-76580594,2021-03-20T19:37:03Z
BRUNA PRADO Associated Press,AP PHOTOS: Rio de Janeiro artists languish in online exile,"Georgia Szpilman’s soprano voice resounds beautifully in the apartment’s small living room, though the space lacks the acoustics of where her choir used to sing — Rio de Janeiro’s majestic municipal theater, which has been closed for over a year because of th…",https://abcnews.go.com/Entertainment/wireStory/ap-photos-rio-de-janeiro-artists-languish-online-77041922,2021-04-13T12:07:30Z
SAM KEMMIS of NerdWallet,"More vaccinated travelers mean pricier hotels, flights",Industry experts say the cost of travel is likely to slowly rebound from historic lows  as more travelers receive COVID-19 vaccinations and book long-deferred trips,https://abcnews.go.com/Lifestyle/wireStory/vaccinated-travelers-pricier-hotels-flights-76785859,2021-03-31T11:31:08Z
BUSABA SIVASOMBOON Associated Press,"Thailand hits new daily record with nearly 1,000 virus cases",Thailand’s Health Ministry says coronavirus restrictions may need to be tightened to slow a new wave that's infecting people at a record rate,https://abcnews.go.com/International/wireStory/thailand-hits-daily-record-1000-virus-cases-77003644,2021-04-11T11:06:00Z
The Associated Press,US: AstraZeneca may have used outdated info in vaccine trial,American federal health officials say results from a U.S. trial of AstraZeneca’s COVID-19 vaccine may have included “outdated information” and that could mean the company provided an incomplete view of efficacy data,https://abcnews.go.com/Business/wireStory/us-astrazeneca-outdated-info-vaccine-trial-76625226,2021-03-23T09:53:45Z
The Associated Press,Madrid slows down vaccine jabs over Easter despite govt plea,Spain’s Madrid region has paused COVID-19 vaccinations at health centers for four days so medical staff can rest over the Easter holiday,https://abcnews.go.com/Health/wireStory/madrid-slows-vaccine-jabs-easter-govt-plea-76809096,2021-04-01T12:38:32Z
FRANKLIN BRICEÑO Associated Press,"In Peru, authorities allowed secret burials of virus victims","Herman Wong and dozens of other people were clandestinely buried almost a year ago in Iquitos, a city in the heart of the Peruvian Amazon",https://abcnews.go.com/Health/wireStory/peru-authorities-allowed-secret-burials-virus-victims-76944237,2021-04-08T13:03:30Z
LISA MASCARO AP Congressional Correspondent,"Biden's big infrastructure plan hits McConnell, GOP blockade",Republicans in Congress are making the politically brazen bet that it’s more advantageous to oppose President Joe Biden’s ambitious rebuild America agenda than to lend support,https://abcnews.go.com/Business/wireStory/bidens-big-infrastructure-plan-hits-mcconnell-gop-blockade-76873708,2021-04-05T04:11:29Z
Julia Jacobo,COVID miracles: 3 patients' journeys to the brink of death and back,Three healthy patients who nearly died from COVID-19 speak out,https://abcnews.go.com/Health/covid-miracles-healthy-patients-died-covid-19-speak/story?id=75113338,2021-03-27T15:24:06Z
MARIA CHENG AP Medical Writer,Reputation of AstraZeneca's COVID vaccine marred by missteps,AstraZeneca’s release of encouraging data about its coronavirus vaccine from its U.S. trial raised hopes that the drug company could bury doubts about the shot and put a troubled rollout behind it,https://abcnews.go.com/Technology/wireStory/reputation-astrazenecas-covid-vaccine-marred-missteps-76625223,2021-03-23T09:33:15Z
The Associated Press,"Pope decries shame of racism, like 'virus' lurking in wait","Pope Francis has denounced racism, likening it to a virus that lurks in waiting and continues to be shameful",https://abcnews.go.com/International/wireStory/pope-decries-shame-racism-virus-lurking-wait-76589086,2021-03-21T12:33:02Z
MIKE STOBBE AP Medical Writer,COVID vaccine found highly effective in real-world US study,The U,https://abcnews.go.com/Health/wireStory/covid-vaccine-found-highly-effective-real-world-us-76749829,2021-03-29T15:37:14Z
VANESSA GERA Associated Press,Poland orders stricter pandemic measures for Easter period,Poland’s government has ordered stricter pandemic restrictions for the two-week period surrounding Easter,https://abcnews.go.com/Business/wireStory/poland-orders-stricter-pandemic-measures-easter-period-76676782,2021-03-25T14:30:30Z
CHRISTOPHER RUGABER AP Economics Writer,"Fed's Powell sees US boom ahead, with COVID still a risk",The chairman of the Federal Reserve says the U.S. economy is poised for an extended period of strong growth and hiring even though the coronavirus still poses some risk,https://abcnews.go.com/Business/wireStory/feds-powell-sees-us-boom-ahead-covid-risk-77010954,2021-04-11T23:12:15Z
The Associated Press,"This Week: JPMorgan earns, retail sales, housing starts",JPMorgan Chase reports its first-quarter results Wednesday,https://abcnews.go.com/Business/wireStory/week-jpmorgan-earns-retail-sales-housing-starts-77015670,2021-04-12T05:10:30Z
The Associated Press,The Latest: S. Korea not ruling out curbing vaccine exports,Health officials in South Korea are considering measures to prevent a shortage in coronavirus vaccines and haven’t specifically ruled out curbing exports of AstraZeneca shots produced in the country,https://abcnews.go.com/Health/wireStory/latest-korea-ruling-curbing-vaccine-exports-76894130,2021-04-06T07:58:40Z
The Associated Press,UK expects significant reduction in vaccine supply in April,Public health officials in England say the number of people getting their first dose of the COVID-19 vaccine will be “significantly constrained” from April because of a reduction in the vaccine supply to the country,https://abcnews.go.com/International/wireStory/uk-expects-significant-reduction-vaccine-supply-april-76517426,2021-03-17T18:57:53Z
AMY FORLITI Associated Press,The 15 jurors selected in the case against Derek Chauvin,A jury has been seated for the trial of a former Minneapolis police officer charged in George Floyd’s death,https://abcnews.go.com/US/wireStory/15-jurors-selected-case-derek-chauvin-76634509,2021-03-23T17:52:45Z
"Dr. Samuel Rothman, Dr. Tarun Jain",Mass shootings add to mental health issues already affected by COVID-19,"After two mass shootings in one week, doctors say the side effects of that trauma are heightened during the COVID-19 pandemic.",https://abcnews.go.com/Health/mass-shootings-add-mental-health-issues-affected-covid/story?id=76631283,2021-03-24T09:25:43Z
MARILYNN MARCHIONE AP Chief Medical Writer,Can I take painkillers before or after a COVID-19 vaccine? - ABC News,"<ol><li>Can I take painkillers before or after a COVID-19 vaccine?  ABC News
</li><li>COVID-19 Vaccine Tracker: Over 23.03 lakh people get coronavirus shots on March 24  Moneycontrol
</li><li>Covid-19 vaccine drive faces uphill battle against fresh wave  Hi…",https://abcnews.go.com/Lifestyle/wireStory/painkillers-covid-19-vaccine-76670984,2021-03-25T10:10:01Z
DARIA LITVINOVA and DANIEL KOZIN Associated Press,Russian entrepreneurs adapt to virus lockdown challenges,"Russia had a six-week coronavirus shutdown last spring, but was never fully locked down again after that, easing some suffering for its economy, industries and enterprises",https://abcnews.go.com/Business/wireStory/russian-entrepreneurs-adapt-virus-lockdown-challenges-76830237,2021-04-02T07:32:33Z
MARION RENAULT and MARSHALL RITZEL Associated Press,Woman recovering after rare windpipe transplant from donor,Doctors say a woman is breathing freely again after undergoing a windpipe transplant from a donor,https://abcnews.go.com/Health/wireStory/woman-recovering-rare-windpipe-transplant-donor-76897237,2021-04-06T13:01:34Z
JUAN PABLO ARRÁEZ and JORGE RUEDA Associated Press,Venezuelan COVID patients increasingly seeking in-home care,"In Venezuela's capital, Caracas, and other cities, it is challenging to find a bed at a public hospital because of a spike in coronavirus cases and chronic understaffing",https://abcnews.go.com/International/wireStory/venezuelan-covid-patients-increasingly-seeking-home-care-76676419,2021-03-25T14:04:05Z
SAMUEL PETREQUIN Associated Press,"EU leaders faced with surge of infections, vaccine issues","European Union leaders are meeting to look for ways to ramp up COVID-19 vaccinations across the 27-nation region amid a shortage of doses, spikes in cases, a feud with the United Kingdom and internal quarrels",https://abcnews.go.com/Health/wireStory/eu-leaders-faced-surge-infections-vaccine-issues-76672995,2021-03-25T11:13:01Z
Luke Barr,"1 in 3 state prisoners tested positive for COVID-19, report says","1 in 3 state prisoners tested positive for COVID-19, report saysgo.com",https://abcnews.go.com/Health/state-prisoners-tested-positive-covid-19-report/story?id=76810268,2021-04-01T16:40:28Z
The Associated Press,"An outsider's eye, an instant camera and America seen anew","Through the lens of an instant camera, through the eyes of an outsider, oft-neglected corners of America take on a very different cast.

There is beauty in the swing ride at the Mississippi State Fair, seats suspended against an azure sky. There is humor in t…",https://abcnews.go.com/US/wireStory/outsiders-eye-instant-camera-america-anew-76598637,2021-03-22T04:02:58Z
The Associated Press,Ex-Philippine President Estrada on ventilator with COVID-19,Former Philippine President Joseph Estrada has been put on a ventilator in a hospital to help him breath after being infected by the coronavirus,https://abcnews.go.com/Health/wireStory/philippine-president-estrada-ventilator-covid-19-76899535,2021-04-06T14:37:00Z
JUSTIN SPIKE Associated Press,Hungary lifts some restrictions despite virus death spike,"Hungary’s government has lifted several lockdown restrictions, even as some doctors and medical experts are urging caution after a record-breaking day of COVID-19 deaths",https://abcnews.go.com/International/wireStory/hungary-lifts-restrictions-virus-death-spike-76922741,2021-04-07T14:23:00Z
MARIA CHENG AP Medical Writer,EXPLAINER: What we know about AstraZeneca blood clot reports,German officials have decided to limit the use of AstraZeneca’s coronavirus vaccine in people under 60 after more unusual blood clots were reported in a small number of people who received the shots,https://abcnews.go.com/Health/wireStory/explainer-astrazeneca-blood-clot-reports-76789129,2021-03-31T14:07:14Z
"Sarah Kolinovsky, Molly Nagle","'My heart goes out,' Biden says on Colorado shooting, pushing gun control","For the second time in a week, a mass shooting has overshadowed President Joe Biden's COVID relief tour.",https://abcnews.go.com/Politics/heart-biden-colorado-shooting-pushing-gun-control/story?id=76628730,2021-03-23T18:09:07Z
The Associated Press,"France advises vaccine mixing for some, amid clotting fears",French health officials say people under 55 who received a first dose of the AstraZeneca vaccine should get other vaccines for their second shot because of an extremely rare risk of a blood clotting disorder,https://abcnews.go.com/Health/wireStory/france-advises-vaccine-mixing-amid-clotting-fears-76971560,2021-04-09T13:37:31Z
DAVID BILLER and MARCELO SILVA DE SOUSA Associated Press,Brazil leader names new top diplomat amid Cabinet shake-up,"Embattled Brazilian President Jair Bolsonaro has shaken up the Cabinet, including replacing the foreign minister who was widely criticized for an anti-globalism stance and accused by some of aggravating the pandemic by alienating vaccine suppliers",https://abcnews.go.com/International/wireStory/brazil-leader-names-top-diplomat-amid-cabinet-shake-76762828,2021-03-30T04:52:26Z
The Associated Press,The Latest: US says AstraZeneca info may have been outdated,U_S_ federal health officials say results from a U_S_ trial of AstraZeneca’s COVID-19 vaccine may have used “outdated information.”,https://abcnews.go.com/Health/wireStory/latest-us-astrazeneca-info-outdated-76625097,2021-03-23T08:28:44Z
The Associated Press,French hospitals boost Easter staff to battle virus resurge,French hospitals have brought in extra staff for the Easter holiday weekend to cope with growing numbers of virus patients,https://abcnews.go.com/Health/wireStory/french-hospitals-boost-easter-staff-battle-virus-resurge-76852363,2021-04-03T13:21:45Z
The Associated Press,Tunisia strengthens virus restrictions ahead of Ramadan,Tunisia is extending its nighttime curfew by three hours and tightening other restrictions ahead of Ramadan following an uptick of COVID-19 infections,https://abcnews.go.com/International/wireStory/tunisia-strengthens-virus-restrictions-ahead-ramadan-76944990,2021-04-08T13:11:50Z
Catherine Thorbecke,"Child dies in accident involving Peloton treadmill, CEO says","A child has died in an accident involving a Peloton treadmill, according to a message from the company's CEO sent to owners of its Tread+ workout device.",https://abcnews.go.com/US/child-dies-tragic-accident-involving-peleton-treadmill-ceo/story?id=76539099,2021-03-18T18:32:06Z
DIANE JEANTET  Associated Press,Bolsonaro picks Army chief to ease tensions with military,The appointment of the Brazilian army’s former chief health officer as the new army commander is an effort by President Jair Bolsonaro to heal a rift created by the removal of the top generals of all three military branches,https://abcnews.go.com/International/wireStory/bolsonaro-picks-army-chief-ease-tensions-military-76822041,2021-04-01T22:11:46Z
DAVID BAUDER AP Media Writer,"After blank front page, newspaper learns it's appreciated","After publishing a blank front page last week to call attention to its dire financial straits, the Northeast News in Kansas City is learning how it is appreciated",https://abcnews.go.com/Business/wireStory/blank-front-page-newspaper-learns-appreciated-76818381,2021-04-01T19:22:38Z
OLGA R. RODRIGUEZ Associated Press,US draws close to 100M vaccinations as baseball resumes,The U.S. is moving closer toward vaccinating 100 million Americans against COVID-19 in a race against an uptick in cases that health officials fear could lead to another surge of infections,https://abcnews.go.com/Health/wireStory/us-draws-close-100m-vaccinations-baseball-resumes-76819369,2021-04-01T19:49:57Z
Meredith Deliso,Amazon apologies for 'incorrect' tweet that denied workers urinate in bottles,Amazon apologies for 'incorrect' tweet that denied workers urinate in bottlesgo.com,https://abcnews.go.com/Business/amazon-apologies-incorrect-tweet-denied-workers-urinate-bottles/story?id=76855171,2021-04-03T20:32:28Z
The Associated Press,2 Royal Caribbean lines to resume Caribbean cruises in June,"Two Royal Caribbean lines will resume cruises in the Caribbean in June, ending a yearlong hiatus",https://abcnews.go.com/Business/wireStory/royal-caribbean-lines-resume-caribbean-cruises-june-76563674,2021-03-19T19:22:04Z
The Associated Press,"WHO: Europe's vaccination program is ""unacceptably slow""",A senior World Health Organization official says immunization campaigns against COVID-19 across Europe “unacceptably slow” and risk prolonging the pandemic,https://abcnews.go.com/Health/wireStory/europes-vaccination-program-unacceptably-slow-76811587,2021-04-01T14:57:37Z
MARTIN CRUTSINGER AP Economics Writer,"Powell: US economy gaining, but recovery 'far from complete'","Federal Reserve Chair Jerome Powell reiterated his belief Friday that while the U.S. economy has been steadily rebounding from the devastation caused by the pandemic recession, the recovery is far from complete and needs continued support from the Fed",https://abcnews.go.com/US/wireStory/powell-us-economy-gaining-recovery-complete-76559462,2021-03-19T16:19:15Z
The Associated Press,Puerto Rico to shutter schools amid spike in COVID-19 cases,Puerto Rico’s health secretary says all public and private schools in the U.S. territory will close for two weeks amid a surge in COVID-19 cases,https://abcnews.go.com/International/wireStory/puerto-rico-shutter-schools-amid-spike-covid-19-76962881,2021-04-09T02:00:15Z
LISA MASCARO AP Congressional Correspondent,Senate gives Biden a big tool to work around GOP filibuster,"With a powerful new tool, Senate Majority Leader Chuck Schumer has fresh options for advancing President Joe Biden’s priorities over Republican obstruction in the 50-50 split Senate",https://abcnews.go.com/US/wireStory/senate-biden-big-tool-work-gop-filibuster-76908515,2021-04-06T21:28:32Z
FARES AKRAM Associated Press,Palestinians expand vaccination campaign after UN shipment,The Palestinian Health Ministry has started administering the first doses of coronavirus vaccines received from the World Health Organization's COVAX program to health care workers and older people in the West Bank and Gaza Strip,https://abcnews.go.com/Health/wireStory/palestinians-expand-vaccination-campaign-shipment-76589878,2021-03-21T14:03:00Z
Trish Turner,IRS commissioner says he hopes to clear tax refund backlog by summer,IRS Commissioner Charles Rettig on Thursday said Americans whose tax returns are caught in a pandemic-caused processing backlog should get refunds in coming months.,https://abcnews.go.com/Politics/irs-commissioner-hopes-clear-tax-refund-backlog-summer/story?id=76538881,2021-03-18T23:22:23Z
KATHY GANNON Associated Press,"Russia to boost ties with Pakistan, supply military gear",Russia’s foreign minister says Moscow and Islamabad will boost ties in the fight against terrorism,https://abcnews.go.com/International/wireStory/russia-boost-ties-pakistan-supply-military-gear-76918229,2021-04-07T10:08:31Z
JOSEF FEDERMAN Associated Press,Israeli election seen as referendum on divisive Netanyahu,Israelis vote Tuesday in their fourth parliamentary election in just two years,https://abcnews.go.com/International/wireStory/israeli-election-referendum-divisive-netanyahu-76599678,2021-03-22T06:07:04Z
JILL LAWLESS Associated Press,"UK to ease lockdown next week, will test vaccine passports",Prime Minister Boris Johnson has confirmed that businesses from barbers to bookstores will be allowed to reopen next week and that Britain's slow but steady march out of a three-month lockdown remains on track,https://abcnews.go.com/Business/wireStory/uk-ease-lockdown-week-test-vaccine-passports-76882155,2021-04-05T17:20:25Z
Sasha Pezenik,How a year of wearing masks and talking on Zoom has changed us,How a year of wearing masks and talking on Zoom has changed usgo.com,https://abcnews.go.com/Health/year-wearing-masks-talking-zoom-changed-us/story?id=76400154,2021-03-17T13:40:22Z
The Associated Press,UK economy grows 0.4% amid confidence from vaccine rollout,"The U.K. economy grew 0.4% in February, rebounding from a sharp drop the previous month, as the rapid rollout of COVID-19 vaccines boosted confidence in a recovery from the pandemic",https://abcnews.go.com/Business/wireStory/uk-economy-grows-04-amid-confidence-vaccine-rollout-77038949,2021-04-13T08:32:56Z
The Associated Press,Head of Slovakia party resigns over crisis around Sputnik V,The leader of one of the parties in Slovakia’s ruling coalition has resigned his government to help open the way for a reconstituted Cabinet amid a political crisis triggered by a secret deal to buy Russia’s coronavirus vaccine,https://abcnews.go.com/Health/wireStory/head-slovakia-party-resigns-crisis-sputnik-76608423,2021-03-22T16:07:56Z
RODNEY MUHUMUZA Associated Press,Ethiopia's leader says atrocities committed in Tigray war,"Ethiopia’s leader says atrocities have occurred in Tigray, the country's northern region where fighting persists as government troops hunt down its fugitive leaders",https://abcnews.go.com/International/wireStory/ethiopias-leader-atrocities-committed-tigray-war-76625574,2021-03-23T10:51:14Z
Brendan Rand,"COVID-19 survivors report eye pain, adding to list of potential COVID-19 side effects","COVID-19 survivors report eye pain, adding to list of potential COVID-19 side effectsgo.com",https://abcnews.go.com/Health/covid-19-survivors-report-eye-pain-adding-list/story?id=76664513,2021-03-26T02:02:05Z
EDITH M. LEDERER Associated Press,UN report: Too much prejudice against old and young in world,"A new U.N. report says prejudice and discrimination based on age is widespread around the world, affecting millions of older and younger people trying to work and get health care",https://abcnews.go.com/US/wireStory/report-prejudice-young-world-76550620,2021-03-19T03:32:59Z
MARINA VILLENEUVE Associated Press,Reforms follow deadly year in New York nursing homes,"After a deadly year in New York’s nursing homes, state lawmakers have passed legislation that could potentially force facility owners to spend more on patient care",https://abcnews.go.com/Health/wireStory/reforms-follow-deadly-year-york-nursing-homes-76992067,2021-04-10T12:14:31Z
LINDSEY TANNER AP Medical Writer,Vaccination race enlists grassroots aides to fight mistrust,"In a race to boost vaccination rates as COVID-19 variants spread, U.S. communities are working feverishly to overcome mistrust and improve access among people of color",https://abcnews.go.com/Health/wireStory/vaccination-race-enlists-grassroots-aides-fight-mistrust-76677256,2021-03-25T14:54:41Z
MIKE CORDER Associated Press,Dutch govt says it's too early to start easing the lockdown,"The Dutch government has presented a roadmap for relaxing coronavirus lockdown measures, but caretaker Prime Minister Mark Rutte is stressing that it's still too early to ease restrictions",https://abcnews.go.com/Business/wireStory/dutch-govt-early-start-easing-lockdown-77049653,2021-04-13T18:39:58Z
"Meredith Deliso, Josh Margolin",Rutgers University will require students to get COVID-19 vaccine,"Rutgers University, New Jersey's flagship institution, said Thursday it will require COVID-19 vaccination for students before they arrive on campus this fall.",https://abcnews.go.com/US/rutgers-university-jersey-require-students-receive-covid-19/story?id=76684216,2021-03-26T00:28:52Z
HALELUYA HADERO AP Business Writer,Corporations become unlikely financiers of racial equity,"An unexpected group, not known for activism, emerged in 2020 as an unlikely financier of social change: corporations",https://abcnews.go.com/Business/wireStory/corporations-financiers-racial-equity-76510434,2021-03-17T14:15:00Z
DAVID BILLER and CHRISTOPHER SHERMAN Associated Press,Sputnik vaccine helping Russia regain LatAm foothold,Russia has been trying to get its coronavirus vaccine into Brazilian arms for months,https://abcnews.go.com/International/wireStory/sputnik-vaccine-helping-russia-regain-latam-foothold-77019551,2021-04-12T13:04:32Z
KATHY WILLENS Associated Press,"Shots, and a musical serenade, at NYC vaccination center",One of New York City's largest coronavirus vaccination centers is also serving as a home to a series of mini concerts,https://abcnews.go.com/Entertainment/wireStory/shots-musical-serenade-nyc-vaccination-center-76720662,2021-03-27T11:43:50Z
CALEB JONES The Associated Press,"Sheltered from virus, Kauai plans cautious return to tourism","As the coronavirus ravaged other parts of the U.S., residents on Kauai watched safely from afar",https://abcnews.go.com/Business/wireStory/sheltered-virus-kauai-plans-cautious-return-tourism-76527622,2021-03-18T04:14:27Z
SYLVIA HUI Associated Press,UK eyes testing out COVID-19 passports at mass gatherings,"Britain is planning to test a series of measures including “coronavirus status certifications” over the coming weeks to see if they can allow people to safely return to mass gatherings at sports arenas, nightclubs and concerts",https://abcnews.go.com/Business/wireStory/uk-eyes-testing-covid-19-passports-mass-gatherings-76865628,2021-04-04T14:21:00Z
The Associated Press,Court orders Belgium to reframe virus restrictions as laws,A Brussels court has ordered the Belgian state to lift all coronavirus measures within 30 days or to frame them properly as law,https://abcnews.go.com/International/wireStory/court-orders-belgium-reframe-virus-restrictions-laws-76789383,2021-03-31T14:27:02Z
The Associated Press,'Grim reaper' Berlin artist protests Brazil's virus stance,"A Brazilian activist dressed as the grim reaper is taking to the dark streets of Berlin every night in a one-man protest against what he calls the ""deadly health policies"" pursued by his homeland's president in the coronavirus pandemic",https://abcnews.go.com/Health/wireStory/grim-reaper-berlin-artist-protests-brazils-virus-stance-76918056,2021-04-07T09:58:40Z
LAURAN NEERGAARD AP Medical Writer,Are some COVID-19 vaccines more effective than others?,"COVID-19 vaccines rolling out around the world weren't compared to each other in studies, so it's hard to tell how they might differ in effectiveness",https://abcnews.go.com/Lifestyle/wireStory/covid-19-vaccines-effective-76940271,2021-04-08T09:32:15Z
Mark Osborne,6 city schools sent envelopes containing white powder,Testing on the substance showed it was not toxic.,https://abcnews.go.com/US/york-city-schools-envelopes-white-powder/story?id=76573606,2021-03-20T04:52:45Z
Morgan Winsor,Myanmar's military junta has reportedly killed at least 43 children since coup,"At least 43 children have been reportedly killed by armed forces in Myanmar in the two months since the military junta seized power, according to Save the Children.",https://abcnews.go.com/International/myanmars-military-junta-reportedly-killed-43-children-coup/story?id=76832443,2021-04-02T16:29:59Z
KELLI KENNEDY Associated Press,Critics: Doctor's note for vaccine unfairly penalizing poor,"Critics in Florida say a doctor’s signature required for some people to get vaccinated is adding onerous barriers for some eligible residents, especially low-income or minority people who may not have health insurance or access to a primary care doctor",https://abcnews.go.com/Health/wireStory/critics-doctors-note-vaccine-unfairly-penalizing-poor-76536368,2021-03-18T16:16:18Z
LAURAN NEERGAARD AP Medical Writer,Tweaked COVID vaccines in testing aim to fend off variants,New versions of COVID-19 vaccines are now being tested in case they ever are needed to protect against mutated versions of the virus,https://abcnews.go.com/Business/wireStory/tweaked-covid-vaccines-testing-aim-fend-off-variants-77023737,2021-04-12T16:18:58Z
Bill Hutchinson,Pandemic looms over Derek Chauvin's trial in George Floyd's death: Legal experts,"""It’s going to be the likes of which none of us have seen.""",https://abcnews.go.com/US/pandemic-looms-derek-chauvins-trial-george-floyds-death/story?id=76395755,2021-03-24T10:52:34Z
The Associated Press,Europe ramps up vaccinations as virus haunts Easter holidays,Thousands of people around France are spending the Easter holiday lining up for COVID-19 shots as the government tries to speed up vaccinations amid a new surge of infections,https://abcnews.go.com/Health/wireStory/europe-ramps-vaccinations-virus-haunts-easter-holidays-76864182,2021-04-04T10:45:48Z
MIKE CORDER Associated Press,Dutch coalition talks halted after positive coronavirus test,Preliminary discussions to map out the contours of the next Dutch governing coalition have ground to a halt after one of the two officials leading the talks tested positive for the coronavirus,https://abcnews.go.com/International/wireStory/dutch-coalition-talks-halted-positive-coronavirus-test-76673544,2021-03-25T11:44:00Z
ADAM BEAM and JANIE HAR Associated Press,California to allow indoor gatherings as virus cases plummet,"California will allow indoor concerts, theater performances and other private gatherings starting April 15",https://abcnews.go.com/Health/wireStory/california-indoor-gatherings-virus-cases-plummet-76841420,2021-04-02T20:20:15Z
ZEKE MILLER and LEAH WILLINGHAM Associated Press,Summoning seniors: White House pushing to vaccinate elderly,"The Biden administration and allies in the states are combating vaccine hesitancy among older Americans, one person at a time",https://abcnews.go.com/Business/wireStory/summoning-seniors-white-house-pushing-vaccinate-elderly-76934427,2021-04-07T22:29:45Z
The Associated Press,Report: Pandemic dealing setbacks to gender parity in jobs,"The think-tank behind the annual gathering of world leaders in Davos, Switzerland, says the COVID-19 pandemic is having an impact on gender parity in the workplace, but time will tell if it leaves permanent damage to women’s roles in the labor market",https://abcnews.go.com/International/wireStory/report-pandemic-dealing-setbacks-gender-parity-jobs-76795944,2021-03-31T19:32:30Z
The Associated Press,Texas Roadhouse CEO Kent Taylor dies amid COVID-19 struggle,"Kent Taylor, founder and CEO of the Texas Roadhouse restaurant chain, has died",https://abcnews.go.com/US/wireStory/texas-roadhouse-ceo-kent-taylor-dies-amid-covid-76593887,2021-03-21T21:07:03Z
PAN PYLAS Associated Press,UK economy ended 2020 better than previously thought,Official figures show that the British economy ended 2020 on a stronger footing than previously thought but that it suffered a bigger than anticipated fall in output in the immediate aftermath of the first coronavirus lockdown,https://abcnews.go.com/International/wireStory/uk-economy-ended-2020-previously-thought-76784480,2021-03-31T08:21:19Z
BRIAN WITTE Associated Press,Maryland lawmakers approve $577M to settle HBCU lawsuit,The Maryland General Assembly has passed a measure to set aside $577 million over 10 years to settle a federal lawsuit that raised allegations of discrimination and underfunding at the state’s four historically Black colleges and universities,https://abcnews.go.com/US/wireStory/maryland-lawmakers-approve-577m-settle-hbcu-lawsuit-76521886,2021-03-17T21:53:00Z
MOGOMOTSI MAGOME and ANDREW MELDRUM Associated Press,South Africans anxious over pause in use of J&J vaccines,South Africa’s decision to suspend the use of the Johnson & Johnson vaccine due to preliminary reports of rare blood clots has left the country without any shots as it struggles to combat an aggressive coronavirus variant,https://abcnews.go.com/Health/wireStory/south-africans-anxious-pause-jj-vaccines-77070647,2021-04-14T17:04:28Z
KRISTIN M. HALL AP Entertainment Writer,ACM nominee engineer Gena Johnson crafts hit records,"Engineer Gena Johnson is one of Nashville's premiere talents behind the mixing board, working with Chris Stapleton, Ashley Monroe, Jason Isbell, Brandi Carlile and many more",https://abcnews.go.com/Entertainment/wireStory/acm-nominee-engineer-gena-johnson-crafts-hit-records-77044114,2021-04-13T14:28:32Z
The Associated Press,Woman who coughed on cancer patient gets 30 days in jail,A Florida woman whose image went viral when she deliberately coughed on a customer at a Pier 1 store last year in the midst of the coronavirus pandemic has been sentenced to 30 days in jail,https://abcnews.go.com/Health/wireStory/woman-coughed-cancer-patient-30-days-jail-76971561,2021-04-09T13:35:00Z
MARGARET STAFFORD Associated Press,Prosecutors add 3 fraud charges against Missouri lawmaker,A Missouri state legislator already named in a 20-count fraud indictment is now facing three more charges,https://abcnews.go.com/US/wireStory/prosecutors-add-fraud-charges-missouri-lawmaker-76710281,2021-03-26T19:27:45Z
The Associated Press,Israel to accept foreign tourists after year-long break,Israel says it will reopen the country to vaccinated foreign tourists in May,https://abcnews.go.com/International/wireStory/israel-accept-foreign-tourists-year-long-break-77047839,2021-04-13T16:47:44Z
