author,title,description,url,date
MATTHEW PERRONE AP Health Writer,US allows 2 more over-the-counter COVID-19 home tests,U.S. health officials have authorized two more over-the-counter COVID-19 tests that can be used at home to get quick results,https://abcnews.go.com/Health/wireStory/us-counter-covid-19-home-tests-76812547,2021-04-01T15:35:55Z
MARI YAMAGUCHI Associated Press,Japan PM vows no virus rebound as emergency measures end,Japan’s Prime Minister Yoshihide Suga has pledged to do his utmost to prevent a resurgence of the coronavirus ahead of the Olympic torch relay and his upcoming visit to Washington,https://abcnews.go.com/Health/wireStory/japan-pm-vows-virus-rebound-emergency-measures-end-76588447,2021-03-21T08:30:53Z
Molly Nagle,"Biden holds 1st formal news conference, facing questions on pandemic, migrant surge",He's gone longer without one than any president in the past 100 years.,https://abcnews.go.com/Politics/biden-holds-1st-formal-news-conference-facing-questions/story?id=76661623,2021-03-25T17:02:08Z
The Associated Press,N Koreans mark founder's birthday amid economic difficulties,Mask-wearing North Koreans have marked the 109th birthday of the country’s founder with dances in a plaza or climbing a a Pyongyang hill,https://abcnews.go.com/International/wireStory/koreans-mark-founders-birthday-amid-economic-difficulties-77087594,2021-04-15T10:13:30Z
The Associated Press,Merkel blames German 'perfectionism' for current virus woes,German Chancellor Angela Merkel has blamed her country’s difficulties during the coronavirus pandemic on “a tendency toward perfectionism.”,https://abcnews.go.com/International/wireStory/merkel-blames-german-perfectionism-current-virus-woes-76743336,2021-03-29T06:35:45Z
The Associated Press,Hospital execs punished for improper Chicago vaccine events,"Two Chicago hospital executives have been reprimanded for COVID-19 vaccine events that improperly gave shots to people far from the West Side facility, including one held for workers at Trump Tower",https://abcnews.go.com/US/wireStory/hospital-execs-punished-improper-chicago-vaccine-events-76610125,2021-03-22T17:46:00Z
MARI YAMAGUCHI Associated Press,Japan's Suga heads to US for China-focused talks with Biden,Japanese Prime Minister Yoshihide Suga has left for Washington for talks with President Joe Biden meant to show the strength of their security alliance at a time when both nations are concerned with China’s growing economic and military clout,https://abcnews.go.com/US/wireStory/japans-suga-heads-us-china-focused-talks-biden-77092007,2021-04-15T13:58:59Z
The Associated Press,UK agency: Vaccination rates lowest among older Black people,New figures from Britain’s statistics agency show that older people from Black African backgrounds are more than seven times as likely as white Britons to have not received a coronavirus vaccine,https://abcnews.go.com/Business/wireStory/uk-agency-vaccination-rates-lowest-older-black-people-76749102,2021-03-29T14:45:34Z
CHRISTOPHER SHERMAN Associated Press,US and Mexico discuss immigration in high level meetings,A United States delegation has discussed immigration and regional development in a series of meetings in Mexico at a time that rising numbers of migrants arriving at their shared border has concerned both countries,https://abcnews.go.com/International/wireStory/us-mexico-discuss-immigration-high-level-meetings-76642232,2021-03-23T23:46:33Z
Catherine Thorbecke,"Unemployment rate falls to 6% in March as employers add 916,000 jobs","The U.S. unemployment rate last month slipped to 6% as some 916,000 jobs were added to the economy, the Department of Labor said Friday.",https://abcnews.go.com/Business/unemployment-rate-falls-march-employers-add-916000-jobs/story?id=76788420,2021-04-02T12:34:39Z
BRIAN MELLEY Associated Press,Robert Durst murder trial resumes May 17 after virus delay,The murder trial of eccentric New York real estate heir Robert Durst will resume next month after more than a yearlong hiatus due to the coronavirus pandemic,https://abcnews.go.com/Entertainment/wireStory/robert-durst-murder-trial-resumes-17-virus-delay-77028970,2021-04-12T20:18:15Z
STEPHEN McGRATH Associated Press,Marchers protest Romania's virus restrictions as cases soar,Marchers have taken to the streets in the Romanian capital of Bucharest to protest restrictive measures to fight the spread of COVID-19 even as new daily infections and deaths rose in the European Union nation,https://abcnews.go.com/Health/wireStory/marchers-protest-romanias-virus-restrictions-cases-soar-76996521,2021-04-10T20:14:02Z
The Associated Press,The Latest: Israel reopens border crossing with Egypt,Israel has reopened its border crossing with neighboring Egypt for the first time since the start of the coronavirus pandemic,https://abcnews.go.com/Health/wireStory/latest-israel-reopens-border-crossing-egypt-76765016,2021-03-30T10:35:18Z
OLGA R. RODRIGUEZ and DAISY NGUYEN Associated Press,California targets critical farmworkers for vaccinations,Volunteers in California are working to ensure that the thousands of farmworkers who toil in the fields every day are receiving coronavirus vaccinations,https://abcnews.go.com/Health/wireStory/california-targets-critical-farmworkers-vaccinations-76853504,2021-04-03T15:16:15Z
RAFAL NIEDZIELSKI and ANGELA CHARLTON Associated Press,European countries scramble to tamp down latest virus surge,European countries are scrambling to tamp down a surge in COVID-19 cases and ramp up vaccinations,https://abcnews.go.com/Health/wireStory/european-countries-scramble-tamp-latest-virus-surge-76883422,2021-04-05T18:36:47Z
The Associated Press,AstraZeneca says its COVID-19 vaccine is 76% effective after updating its analysis in wake of rebuke from US officials,AstraZeneca says its COVID-19 vaccine is 76% effective after updating its analysis in wake of rebuke from US officials,https://abcnews.go.com/US/wireStory/astrazeneca-covid-19-vaccine-76-effective-updating-analysis-76668354,2021-03-25T03:12:58Z
Matthew Vann,CDC director says Michigan can't vaccinate its way out of COVID-19 surge - ABC News,"<ol><li>CDC director says Michigan can't vaccinate its way out of COVID-19 surge  ABC News
</li><li>Michigan vaccine rebuff puts Biden and a top ally in a dicey political spot  CNN 
</li><li>Gov. Whitmer visits vaccine site at EMU Convocation Center  MLive…",https://abcnews.go.com/Politics/cdc-director-michigan-vaccinate-covid-19-surge/story?id=77024913,2021-04-12T19:18:37Z
The Associated Press,Greece rolls out free self-testing kits for COVID-19,"Kits for self-administered coronavirus tests have begun arriving in Greek pharmacies, with each resident entitled to one per week as part of efforts to tackle a surge of coronavirus cases and hospitalizations",https://abcnews.go.com/Business/wireStory/greece-rolls-free-testing-kits-covid-19-76920440,2021-04-07T12:14:22Z
MARIA GRAZIA MURRU Associated Press,"Italy may be in Easter lockdown, but the party's on at sea","Italy may be in a strict coronavirus lockdown this Easter, with travel restricted between regions and new quarantines imposed",https://abcnews.go.com/Business/wireStory/italy-easter-lockdown-partys-sea-76829873,2021-04-02T06:25:22Z
Sarah Kolinovsky,"White House press secretary slips up, calls border migrant surge a 'crisis' - ABC News","<ol><li>White House press secretary slips up, calls border migrant surge a 'crisis'  ABC News
</li><li>Psaki uses ‘crisis' to describe situation at the border, then walks it back  Fox News
</li><li>Psaki: ‘No Question’ That Trump Admin’s Rhetoric Has ‘Eleva…",https://abcnews.go.com/Politics/white-house-press-secretary-slips-calls-border-migrant/story?id=76540202,2021-03-18T20:26:45Z
FRANCES D'EMILIO Associated Press,Restaurant owners clash with police in Rome lockdown protest,Italian restaurant owners and others angry at having their businesses shut for weeks due to a virus lockdown have clashed with police during a protest outside Parliament in Rome,https://abcnews.go.com/Business/wireStory/restaurant-owners-clash-police-rome-lockdown-protest-76905281,2021-04-06T19:11:30Z
JEFF AMY and KATE BRUMBACK Associated Press,"Spa shooting victims ID'd as Biden, Harris head to Atlanta",The visit also comes amid an intense debate over voting rights in Georgia.,https://abcnews.go.com/Politics/wireStory/spa-shooting-victims-idd-biden-harris-head-atlanta-76560038,2021-03-19T18:24:18Z
REGINA GARCIA CANO and MAURICIO MUÑOZ Associated Press,"Ecuador, Peru to elect presidents amid strengthened pandemic",A surging pandemic that has brought new lockdown measures has pushed the upcoming elections to the background for many weary voters in the neighboring South American nations of Ecuador and Peru,https://abcnews.go.com/International/wireStory/ecuador-peru-elect-presidents-amid-strengthened-pandemic-76964714,2021-04-09T04:04:09Z
"ANITA SNOW, REBECCA SANTANA and CANDICE CHOI Associated Press","US hunger crisis persists, especially for kids, older adults","America is starting to emerge from economic crisis caused by the coronavirus pandemic, but there’s still no end in sight for the pain of food insecurity, especially for children and older adults",https://abcnews.go.com/US/wireStory/us-hunger-crisis-persists-kids-older-adults-76810395,2021-04-01T14:06:02Z
Erin Schumaker,What are vaccine 'passports' and why are they controversial?,Scannable digital certificates to prove vaccination status could help the fully vaccinated gain entry into events or businesses,https://abcnews.go.com/Health/covid-19-vaccine-passports-controversial/story?id=76928275,2021-04-10T16:53:16Z
MIKE CORDER  Associated Press,Dutch coalition building must reboot after Rutte rebuke,The process of forming a new Dutch governing coalition following last month’s general election has to start anew,https://abcnews.go.com/Business/wireStory/dutch-coalition-building-reboot-rutte-rebuke-76831329,2021-04-02T11:03:08Z
The Associated Press,EU life expectancy drops across bloc amid virus pandemic,"Life expectancy across much of the European Union has dropped last year, as the 27-nation bloc struggled with the impact of the coronavirus pandemic",https://abcnews.go.com/Business/wireStory/eu-life-expectancy-drops-bloc-amid-virus-pandemic-76917390,2021-04-07T07:36:30Z
The Associated Press,The Latest: India reports biggest surge in cases in 4 months,India has reported its highest number of coronavirus cases in four months amid a worrying surge that has prompted multiple states to return to some form of restrictions on public gathering,https://abcnews.go.com/Health/wireStory/latest-india-reports-biggest-surge-cases-months-76587946,2021-03-21T07:04:28Z
The Associated Press,Editorial Roundup: US,"Excerpts from recent editorials in the United States and abroad:

———

April 14

The Chicago Tribune on the federal pause of administering the Johnson & Johnson's coronavirus vaccine:

Blood clots in veins that drain blood from the brain can lead to alarming …",https://abcnews.go.com/US/wireStory/editorial-roundup-us-77081399,2021-04-15T00:57:28Z
KATHY GANNON Associated Press,Russian FM headed to Pakistan; Afghan talks likely on agenda,Russia's foreign minister is to arrive in Pakistan for a two-day visit expected to focus on efforts to bring peace to neighboring Afghanistan,https://abcnews.go.com/International/wireStory/russian-fm-headed-pakistan-afghan-talks-agenda-76894481,2021-04-06T09:10:06Z
The Associated Press,Walz quarantines after staff member tests positive for virus,Minnesota Gov. Tim Walz is quarantining for 10 days after being exposed to a staff member who tested positive for COVID-19,https://abcnews.go.com/Health/wireStory/walz-quarantines-staff-member-tests-positive-virus-76516442,2021-03-17T18:25:14Z
The Associated Press,Fugitive Italian mobster is arrested in Lisbon COVID clinic,"A Italian fugitive, convicted in his homeland of ordering the revenge Christmas killing of a mobster's wife, has been arrested in Portugal where he was reportedly being treated for COVID-19",https://abcnews.go.com/International/wireStory/fugitive-italian-mobster-arrested-lisbon-covid-clinic-76755407,2021-03-29T20:45:05Z
STEPHEN MCGRATH,Romania OKs holding Easter celebrations despite virus surge,"As Romania battles a surge of COVID-19 infections, authorities announced on Thursday that Easter celebrations in the deeply Christian country will physically go ahead this year",https://abcnews.go.com/Health/wireStory/romania-oks-holding-easter-celebrations-virus-surge-76689693,2021-03-25T21:39:59Z
CHRISTOPHER RUGABER AP Economics Writer,"From child care to COVID, rising job market faces obstacles","A surge in U.S. hiring last month — 916,000 added jobs, the most since August — coincides with growing optimism that a blistering pace of job growth will continue as vaccinations increase and federal aid fuels economic growth",https://abcnews.go.com/Business/wireStory/child-care-covid-rising-job-market-faces-obstacles-76853064,2021-04-03T14:32:53Z
NOMAAN MERCHANT and PAUL J. WEBER Associated Press,State: Water may be unsafe at Texas site for migrant teens,Texas’ environmental regulator has barred most uses of the water at an oilfield camp converted into a holding center for immigrant teenagers,https://abcnews.go.com/US/wireStory/state-water-unsafe-texas-site-migrant-teens-76569422,2021-03-19T23:46:45Z
MARTIN CRUTSINGER AP Economics Writer,Treasury: $242 billion in new relief payments already sent,The Treasury Department says it has sent out 90 million economic impact payments totaling $242 billion since President Joe Biden signed a $1.9 trillion pandemic relief plan last week,https://abcnews.go.com/Business/wireStory/treasury-242-billion-relief-payments-76517324,2021-03-17T18:54:58Z
"Dr. Tarun Jain, Sony Salzman",Pfizer launches COVID vaccine trial for kids under 12,Pfizer is now launching a vaccine trial for children younger than 12.,https://abcnews.go.com/Health/pfizer-launches-covid-vaccine-trial-kids-12/story?id=76674873,2021-03-25T16:37:07Z
JOHN CARUCCI NEW YORK,Brian Stokes Mitchell on how theater community can rebound,"While recovering from the coronavirus, Brian Stokes Mitchell began belting “The Impossible Dream” outside his Manhattan window every evening",https://abcnews.go.com/Entertainment/wireStory/brian-stokes-mitchell-theater-community-rebound-76558724,2021-03-19T15:46:42Z
KATE BRUMBACK Associated Press,Letter: Prison shouldn't shackle women who just had babies,An advocacy group says women at a Georgia prison who have given birth just days or weeks earlier are improperly and inhumanely shackled and placed in solitary confinement,https://abcnews.go.com/US/wireStory/letter-prison-shackle-women-babies-76979892,2021-04-09T18:50:24Z
The Associated Press,Norwegian Cruises asks CDC to allow trips from US in July,Norwegian Cruise Line’s parent company wants to resume sailing from U.S. ports in July,https://abcnews.go.com/Business/wireStory/norwegian-cruises-asks-cdc-trips-us-july-76881266,2021-04-05T16:32:15Z
TOM KRISHER AP Business Writer,"Delta cancels about 100 flights, opens some middle seats",Delta Air Lines has canceled about 100 flights due to staff shortages while opening up some middle seats a month earlier than expected to carry more passengers,https://abcnews.go.com/Business/wireStory/delta-cancels-100-flights-opens-middle-seats-76871627,2021-04-05T01:20:14Z
PIPER HUDSPETH BLACKBURN Associated Press,McConnell urges fellow Republicans to get COVID-19 vaccines,Senate Minority Leader Mitch McConnell urged his fellow Republicans to be vaccinated against COVID-19 during a visit to a hospital in western Kentucky,https://abcnews.go.com/Health/wireStory/mcconnell-urges-fellow-republicans-covid-19-vaccines-76817356,2021-04-01T19:05:41Z
BRIAN WITTE Associated Press,Lawyers don't seek trial delay in newspaper shooting case,Attorneys for a man who killed five people at a Maryland newspaper say they will not seek a delay at this time for the second phase of his trial to determine whether he is not criminally responsible due to insanity for the attack nearly three years ago,https://abcnews.go.com/US/wireStory/lawyers-seek-trial-delay-newspaper-shooting-case-77125272,2021-04-16T20:28:59Z
DÁNICA COTO Associated Press,Explosive eruption rocks volcano on Caribbean's St. Vincent,An explosive eruption has rocked La Soufriere volcano on the eastern Caribbean island of St. Vincent,https://abcnews.go.com/International/wireStory/explosive-eruption-rocks-volcano-caribbeans-st-vincent-76985186,2021-04-09T23:15:50Z
JULIE WATSON and CARLA K. JOHNSON Associated Press,US outlook improving as vaccinations rise and deaths fall,"More than three months into the U.S. vaccination drive, many of the numbers paint an increasingly encouraging picture",https://abcnews.go.com/Health/wireStory/us-outlook-improving-vaccinations-rise-deaths-fall-76654927,2021-03-24T16:09:11Z
ZEKE MILLER Associated Press,Biden says 'pause' on J&J shots shows wisdom of his approach,President Joe Biden’s vaccination campaign hit a snag when federal regulators recommended a “pause” in administering Johnson & Johnson shots,https://abcnews.go.com/Health/wireStory/biden-pause-jj-shots-shows-wisdom-approach-77053303,2021-04-13T21:52:02Z
VANESSA GERA Associated Press,"No region in the world spared as virus cases, deaths surge",A surge in virus cases and deaths is hitting all regions of the world,https://abcnews.go.com/Business/wireStory/region-world-spared-virus-cases-deaths-surge-76971764,2021-04-09T13:46:17Z
GLENN GAMBOA AP Business Writer,Red Nose Day shifts to year-round fundraising amid pandemic,"This year, Red Nose Day will rise again",https://abcnews.go.com/Business/wireStory/red-nose-day-shifts-year-round-fundraising-amid-76926459,2021-04-07T17:23:06Z
KEITH RIDLER Associated Press,Idaho Legislature shuts down due to COVID-19 outbreak,The Idaho Legislature has voted to shut down for several weeks due to an outbreak of COVID-19,https://abcnews.go.com/Health/wireStory/idaho-legislature-shuts-due-covid-19-outbreak-76560820,2021-03-19T17:30:12Z
THOMAS ADAMSON and JEFFREY SCHAEFFER Associated Press,Macron visiting Notre Dame two years after devastating blaze,French President Emmanuel Macron is visiting the building site that Notre Dame has become in the two years since a fire tore through Paris' most famous cathedral,https://abcnews.go.com/International/wireStory/macron-visiting-notre-dame-years-devastating-blaze-77086886,2021-04-15T07:51:26Z
DAVID KOENIG AP Airlines Writer,Delta posts $1.2 billion loss says it's flying into recovery,"Delta Air Lines says it lost $1.2 billion in the first quarter, but the airline thinks it can be profitable by late summer unless there's a resurgence of COVID-19",https://abcnews.go.com/Travel/wireStory/delta-posts-12-billion-loss-flying-recovery-77090783,2021-04-15T13:02:16Z
The Associated Press,Hungary to ease lockdown after hitting vaccination milestone,Hungary’s prime minister says some lockdown restrictions will be lifted Wednesday after more than a quarter of the population has been inoculated with at least one dose of COVID-19 vaccine,https://abcnews.go.com/International/wireStory/hungary-ease-lockdown-hitting-vaccination-milestone-76903907,2021-04-06T17:41:14Z
Hatem Maher,"3,000-year-old 'Lost Golden City' unearthed in Egypt's Luxor - ABC News","<ol><li>3,000-year-old 'Lost Golden City' unearthed in Egypt's Luxor  ABC News
</li><li>'Lost Golden City Of Luxor' Discovered By Archaeologists In Egypt | TODAY  TODAY
</li><li>Egyptologist Zahi Hawass Announces Discovery of Lost 'Golden' City in Luxor  Eg…",https://abcnews.go.com/International/3000-year-lost-golden-city-unearthed-egypts-luxor/story?id=76952777,2021-04-08T20:09:30Z
TOM ODULA Associated Press,Death of Tanzania's Magufuli draws sorrow but ire from some,News of the death of Tanzania’s President John Magufuli drew mixed reactions; sorrow from many but bitterness from a critic who said he suffered during the president’s rule which he said shrank the country’s democratic space,https://abcnews.go.com/International/wireStory/death-tanzanias-magufuli-draws-sorrow-ire-76529995,2021-03-18T09:38:24Z
MARIA CHENG AP Medical Writer,EU regulator reviews AstraZeneca shot and blood clot links,The world awaits a decision from Europe’s top medical agency on its investigation into whether there is any evidence to show the AstraZeneca coronavirus vaccine is linked to a small number of blood clots reported in people across the continent,https://abcnews.go.com/Business/wireStory/eu-regulator-reviews-astrazeneca-shot-blood-clot-links-76529795,2021-03-18T09:29:34Z
Molly Nagle,Biden puts Irish pride on display as he meets with Irish prime minister,President Joe Biden put his Irish pride on display on St. Patrick's Day as he met virtually with the Irish prime minister.,https://abcnews.go.com/Politics/biden-puts-irish-pride-display-meets-irish-prime/story?id=76511637,2021-03-17T17:30:45Z
FRANK JORDANS Associated Press,Germany sees record vaccinations amid hospital warning,German officials say the country has set a new record for the number of COVID-19 vaccinations in a single day,https://abcnews.go.com/International/wireStory/germany-sees-record-vaccinations-amid-hospital-warning-77093372,2021-04-15T15:23:56Z
NOHA ELHENNAWY Associated Press,Cash-strapped Sudan clears overdue payments to World Bank,The Sudanese government says it cleared all of its past-due repayments to the World Bank,https://abcnews.go.com/International/wireStory/cash-strapped-sudan-clears-overdue-payments-world-bank-76707350,2021-03-26T17:17:54Z
The Associated Press,Feds charge Arizona man in National Guard holdup in Texas,"Federal officials have charged a man accused of forcing off a West Texas road a National Guard convoy transporting COVID-19 vaccines, then holding 11 Guard soldiers at gunpoint",https://abcnews.go.com/US/wireStory/feds-charge-arizona-man-national-guard-holdup-texas-76712573,2021-03-26T21:17:45Z
DAVID EGGERT and ED WHITE Associated Press,"Michigan sees virus surge, but tighter restrictions unlikely","Michigan, which not long ago had among the country's lowest COVID-19 infection rates, is confronting an alarming spike that some public health experts worry could be a harbinger nationally",https://abcnews.go.com/Health/wireStory/michigan-sees-virus-surge-tighter-restrictions-76683659,2021-03-25T17:58:28Z
CARLA K. JOHNSON and NICKY FORSTER Associated Press,A rapid COVID-19 vaccine rollout backfired in some US states,"Despite the clamor to speed up the U.S. vaccination drive against COVID-19, the first three months of the rollout suggest faster is not necessarily better",https://abcnews.go.com/Health/wireStory/rapid-covid-19-vaccine-rollout-backfired-us-states-76589731,2021-03-21T13:54:49Z
JOSHUA GOODMAN Associated Press Writer,Pilot who helped Maduro allies evade US sanctions sentenced,A Miami-based pilot who arranged chartered flights to Russia and elsewhere for top allies of Venezuelan President Nicolas Maduro has been sentenced to more than four years in prison,https://abcnews.go.com/US/wireStory/pilot-helped-maduro-allies-evade-us-sanctions-sentenced-76519362,2021-03-17T20:27:30Z
The Associated Press,Report: Fresno chicken plant got tip about virus inspection,A California newspaper reports that local health officials tipped off a chicken processing plant in Fresno County about a state inspection during the largest known COVID-19 workplace outbreak in the county,https://abcnews.go.com/Health/wireStory/report-fresno-chicken-plant-tip-virus-inspection-76541248,2021-03-18T18:59:25Z
The Associated Press,"France's COVID-19 death toll has surpassed 100,000, making nation 8th in the world to reach the bleak milestone","France's COVID-19 death toll has surpassed 100,000, making nation 8th in the world to reach the bleak milestone",https://abcnews.go.com/Health/wireStory/frances-covid-19-death-toll-surpassed-100000-making-77095680,2021-04-15T16:39:15Z
"JONATHAN LEMIRE, LISA MASCARO and JOSH BOAK Associated Press",Biden wants infrastructure package approved over summer,"President Joe Biden is set to unveil the first part of his sweeping multitrillion-dollar infrastructure plan, aiming for passage over the summer",https://abcnews.go.com/Business/wireStory/biden-infrastructure-package-approved-summer-76758548,2021-03-30T00:24:48Z
Matthew Vann,"US vaccinations are increasing, but what happened to COVID-19 testing?","As more Americans get vaccinated, the urgency to get a COVID-19 test is steadily declining despite the Biden administration's promise of a",https://abcnews.go.com/Politics/us-vaccinations-increasing-happened-covid-19-testing/story?id=76954250,2021-04-12T09:05:47Z
LORNE COOK Associated Press,NATO prepares 'virus-free' zone for summit; Biden invited,"NATO foreign ministers are preparing for a summit of leaders, including U.S. President Joe Biden, that the military alliance aims to hold in a “coronavirus-free” zone, probably in June",https://abcnews.go.com/International/wireStory/nato-prepares-virus-free-zone-summit-biden-invited-76625539,2021-03-23T10:35:29Z
CARLEY PETESCH Associated Press,African leaders call for climate financing acceleration,African leaders have rallied in a virtual summit calling for scaled-up actions and financing to combat the effects of climate change that are already being felt in the continent of 1.3 billion,https://abcnews.go.com/International/wireStory/african-leaders-call-climate-financing-acceleration-76904347,2021-04-06T18:14:59Z
FABIOLA SÁNCHEZ Associated Press,"In quieter Mexico City, rare bats make an appearance","Researchers are stringing mesh nets between trees at the botanical gardens of Mexico City's National Autonomous University, hoping to capture evidence that a rare bat has begun visiting its favorite plants in the metropolis of 9 million",https://abcnews.go.com/Technology/wireStory/quieter-mexico-city-rare-bats-make-appearance-76789635,2021-03-31T14:40:17Z
Justin Gomez,"Biden, Harris to meet with AAPI leaders in Georgia following deadly spa shootings",President Joe Biden and Vice President Kamala Harris are meeting with AAPI leaders in Atlanta on Friday following Tuesday's deadly spa shootings.,https://abcnews.go.com/Politics/biden-harris-meet-aapi-leaders-georgia-deadly-spa/story?id=76535810,2021-03-18T21:54:21Z
The Associated Press,Anti-restriction protests held in Romania as virus surges,Anti-restriction protesters have taken to the streets in several Romanian cities against new pandemic measures that came into force a day earlier amid rising COVID-19 infections,https://abcnews.go.com/International/wireStory/anti-restriction-protests-held-romania-virus-surges-76754456,2021-03-29T20:01:45Z
The Associated Press,EU Commission chief announces negotiations for extension of COVID-19 vaccine contract with Pfizer stretching to 2023,EU Commission chief announces negotiations for extension of COVID-19 vaccine contract with Pfizer stretching to 2023,https://abcnews.go.com/Health/wireStory/eu-commission-chief-announces-negotiations-extension-covid-19-77063857,2021-04-14T11:44:02Z
The Associated Press,China aims to vaccinate entire city in 5 days after outbreak,"A Chinese border city hit by a fresh outbreak of COVID-19 has begun a five-day drive to vaccinate its entire population of 300,000 people",https://abcnews.go.com/Health/wireStory/china-aims-vaccinate-entire-city-days-outbreak-76829400,2021-04-02T05:52:00Z
Lucien Bruggeman,US troop withdrawal invites 'significant risk' of Afghan terror resurgence: CIA chief,CIA Director William Burns told lawmakers that the departure of American troops from Afghanistan will leave a “significant risk” of terrorism resurgence in the region.,https://abcnews.go.com/Politics/us-troop-withdrawal-invites-significant-risk-terrorism-resurgence/story?id=77066689,2021-04-14T18:15:39Z
The Associated Press,The Latest: Japan wants further probe into COVID-19 origins,"Japan is calling for further investigation into the origins of COVID-19, saying the WHO report was based on work that faced delays and lacked access to essential virus samples",https://abcnews.go.com/Health/wireStory/latest-japan-probe-covid-19-origins-76783871,2021-03-31T06:46:13Z
RUSS BYNUM Associated Press,US opens more distance in worldwide race against coronavirus,The United States is opening more distance between itself and much of the rest of the world in the race against the coronavirus,https://abcnews.go.com/Health/wireStory/us-opens-distance-worldwide-race-coronavirus-77099474,2021-04-15T18:17:17Z
PAUL WISEMAN AP Economics Writer,IMF upgrades forecast for 2021 global growth to a record 6%,"The rollout of COVID-19 vaccines and vast sums of government aid will accelerate global economic growth to a record high this year in a powerful rebound from the pandemic recession, the International Monetary Fund says in its latest forecasts",https://abcnews.go.com/Business/wireStory/imf-upgrades-forecast-2021-global-growth-record-76896681,2021-04-06T12:31:45Z
The Associated Press,Iraq judge who presided over Saddam's trial dies of COVID-19,Iraq’s top judicial council says a retired judge who presided over the trial of the late dictator Saddam Hussein has died after battling the coronavirus,https://abcnews.go.com/Health/wireStory/iraq-judge-presided-saddams-trial-dies-covid-19-76839687,2021-04-02T18:27:33Z
RICHARD LARDNER and LINDA JOHNSON Associated Press,Company at heart of J&J vaccine woes has series of citations,The company at the center of quality problems that led Johnson & Johnson to discard a batch of its coronavirus vaccine has a string of citations from U.S. health officials for quality control problems,https://abcnews.go.com/Business/wireStory/company-heart-jj-vaccine-woes-series-citations-76803905,2021-04-01T04:06:43Z
MICHELLE R. SMITH and TERRY TANG Associated Press,At least 11 more states to open virus vaccines to all adults,At least 11 states are set to open COVID-19 vaccine eligibility to all adults this week,https://abcnews.go.com/Health/wireStory/11-states-open-virus-vaccines-adults-76753611,2021-03-29T19:24:37Z
SUMAN NAISHADHAM and LISA RATHKE Associated Press,US businesses near border struggle with boundaries' closure,Small businesses in border towns across the U.S. are reeling from the economic fallout of the partial closure of North America’s international boundaries,https://abcnews.go.com/Business/wireStory/us-businesses-border-struggle-boundaries-closure-76578037,2021-03-20T14:51:56Z
"Meredith Deliso, Sony Salzman",Pfizer says its COVID-19 vaccine is 100% effective in children ages 12-15,"Pfizer and BioNTech's COVID-19 vaccine is 100% effective against the virus in children ages 12 to 15, the companies announced Wednesday.",https://abcnews.go.com/Health/pfizer-covid-19-vaccine-100-effective-children-ages/story?id=76779737,2021-03-31T11:02:00Z
The Associated Press,The Latest: New Zealand quarantine hotel guard infected,"A security guard at a New Zealand quarantine hotel has tested positive for the coronavirus, although there is no evidence at this point the outbreak has spread any further",https://abcnews.go.com/Health/wireStory/latest-georgia-loosens-covid-19-restrictions-76939710,2021-04-08T05:32:16Z
The Associated Press,Singapore's designated future leader steps aside,"Singapore’s designated future leader, Deputy Prime Minister Heng Swee Keat, has taken himself out of the running in a surprise decision, saying in a letter released Thursday that a younger person with a “longer runway” should be the next prime minister",https://abcnews.go.com/International/wireStory/singapores-designated-future-leader-steps-76951029,2021-04-08T17:18:54Z
The Associated Press,"Abbott won't throw pitch, in rebuff to MLB voting stance",Texas Gov. Greg Abbott says he won't throw the ceremonial first pitch at the Texas Rangers' home opener,https://abcnews.go.com/Sports/wireStory/abbott-throw-pitch-rebuff-mlb-voting-stance-76882918,2021-04-05T18:38:44Z
JON GAMBRELL and SAMY MAGDY Associated Press,2 tugboats speed to Egypt's Suez Canal as shippers avoid it,Two additional tugboats are speeding to Egypt’s Suez Canal to aid efforts to free a skyscraper-sized container ship wedged for days across the crucial waterway,https://abcnews.go.com/International/wireStory/tugboats-speed-egypts-suez-canal-shippers-avoid-76731945,2021-03-28T05:33:31Z
The Associated Press,How major US stock indexes fared Tuesday,Stocks closed mixed on Wall Street Tuesday as gains from a handful of Big Tech companies were tempered by weakness elsewhere in the market,https://abcnews.go.com/Business/wireStory/major-us-stock-indexes-fared-tuesday-77051865,2021-04-13T20:21:58Z
SUZAN FRASER Associated Press,Turkey reinstates restrictions after sharp virus cases rise,Turkey is reinstating weekend lockdowns in most of Turkey’s provinces and will also impose restrictions over the Muslim holy month of Ramadan following a sharp increase in COVID-19 infections,https://abcnews.go.com/Business/wireStory/turkey-reinstates-restrictions-sharp-virus-cases-rise-76763941,2021-03-30T08:08:15Z
"Cho Park, Anthony Rivas, Knez Walker",Son of victim in Atlanta spa shooting questions suspect’s sex addiction claim,"""I can’t help but … ask, does that make sense?"" Randy Park said.",https://abcnews.go.com/US/son-victim-atlanta-spa-shooting-outpouring-support-surreal/story?id=76560937,2021-03-20T02:20:00Z
JOYCE M. ROSENBERG AP Business Writer,Time to party? Events industry still uncertain about COVID,"Although weddings and other big celebrations are going back on the calendar in the U.S., business owners who make those events happen expect a slow recovery from the impact of COVID-19",https://abcnews.go.com/Business/wireStory/time-party-events-industry-uncertain-covid-77021961,2021-04-12T15:11:33Z
